#### EXPORT DONNEES METEO POUR "PARIS" (LAT/LON: 48.856614/2.3522219)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2021-06-24,19,14,13,14,19,18,14.1,92,9.125,1020,86.625,19,17,14,176,353,356,0,4,10.1,météo défavorable,20:58:00,04:48:00,15
2021-06-25,23,13,6,13,21,22,0.3,88,8.875,1023,45.125,24,13,13,116,116,116,0,4,14.5,météo favorable,20:58:00,04:48:00,13
2021-06-26,25,14,14,14,22,24,1.6,96,7.625,1019,68.75,26,15,15,296,176,116,0,5,11.8,météo défavorable,20:58:00,04:48:00,14
2021-06-27,19,12,12,17,19,17,3.8,94,8.625,1015,68.25,19,17,17,353,176,293,0,4,10.1,météo défavorable,20:58:00,04:49:00,17
2021-06-28,19,15,9,16,17,18,11.3,96,8.25,1016,80,21,17,15,302,296,263,0,4,10.1,météo défavorable,20:58:00,04:49:00,17
2021-06-29,19,14,16,15,17,18,7.3,97,8.5,1016,78.625,19,15,14,353,302,353,0,4,10.1,météo défavorable,20:58:00,04:50:00,15
2021-06-30,16,13,10,14,16,15,4.7,94,8.5,1017,83.375,16,14,14,176,266,353,0,3,10,météo défavorable,20:58:00,04:51:00,14
2021-07-01,22,14,12,15,21,22,0.2,76,10,1019,46.75,25,15,15,116,116,176,0,4,13.6,météo favorable,20:58:00,04:51:00,14
2021-07-02,24,17,8,18,22,23,0,79,10,1020,18,25,15,18,113,116,116,0,6,14.5,météo favorable,20:57:00,04:52:00,17
2021-07-03,22,18,8,18,19,22,1.9,84,9.875,1015,73.625,25,16,18,353,176,353,0,5,10,météo défavorable,20:57:00,04:53:00,18
2021-07-04,18,16,14,17,18,17,5.6,89,9,1013,76.75,18,17,17,119,353,266,0,4,10,météo défavorable,20:56:00,04:53:00,17
2021-07-05,21,14,16,14,16,21,2.4,93,8,1013,82.25,24,16,14,266,266,353,0,4,10,météo défavorable,20:56:00,04:54:00,15
2021-07-06,23,16,27,18,21,22,17.7,96,8.75,1011,49,25,17,18,305,116,116,0,6,12.7,météo très défavorable,20:56:00,04:55:00,17
2021-07-07,21,15,14,15,21,19,0.4,82,9.875,1019,54.625,24,15,15,116,119,176,0,5,10.9,météo correcte,20:55:00,04:56:00,15
2021-07-08,22,15,14,15,21,21,0.9,92,8.875,1022,68,24,15,15,116,119,353,0,4,10.9,météo défavorable,20:54:00,04:57:00,15
2021-07-09,24,16,10,16,23,23,0.1,87,10,1022,45.625,25,15,16,116,119,116,0,5,14.5,météo correcte,20:54:00,04:57:00,16
2021-07-10,22,17,17,17,21,22,0.8,79,9.75,1020,63,25,14,17,116,116,353,0,5,11.8,météo correcte,20:53:00,04:58:00,17
2021-07-11,25,15,8,15,22,25,0.1,86,10,1017,34,26,14,16,116,116,116,0,5,14.5,météo favorable,20:52:00,04:59:00,15
2021-07-12,20,17,10,17,19,20,1.7,82,9.75,1013,62.25,20,16,17,116,116,176,0,5,11.6,météo correcte,20:52:00,05:00:00,17
2021-07-13,21,15,12,15,19,20,1.9,93,9.875,1015,69.375,23,15,15,353,353,176,0,4,10.7,météo défavorable,20:51:00,05:01:00,15
2021-07-14,20,15,15,15,20,20,1.5,94,7.875,1017,81.875,20,15,15,248,176,353,0,4,9.7,météo défavorable,20:50:00,05:02:00,15
2021-07-15,22,17,21,17,22,20,0.1,81,9.375,1020,73.375,25,15,17,119,119,122,0,5,11.6,météo défavorable,20:49:00,05:03:00,17
2021-07-16,21,16,17,16,19,20,0,85,10,1024,52.875,23,15,16,116,122,116,0,4,11.6,météo correcte,20:48:00,05:04:00,16
2021-07-17,21,15,18,15,19,19,0,89,10,1025,63.875,22,18,14,122,122,119,0,5,9.6,météo correcte,20:47:00,05:06:00,15
2021-07-18,27,17,18,17,26,27,0,84,10,1024,1.75,28,19,17,116,113,113,0,6,14.5,météo idéale,20:46:00,05:07:00,18
2021-07-19,25,17,19,17,24,24,0,74,10,1021,19,26,19,17,116,116,116,0,6,14.5,météo favorable,20:45:00,05:08:00,19
2021-07-20,25,17,15,17,24,24,0,77,10,1021,1.75,26,16,17,116,113,113,0,6,14.5,météo idéale,20:44:00,05:09:00,18
2021-07-21,28,19,14,20,26,27,0,72,10,1022,4.375,28,17,20,116,116,116,0,6,14.5,météo favorable,20:43:00,05:10:00,19
2021-07-22,29,19,14,19,28,27,0,77,10,1022,10.375,29,18,19,116,116,116,0,7,14.5,météo favorable,20:42:00,05:11:00,20
2021-07-23,28,20,21,20,27,27,1,77,10,1018,39.375,28,20,20,113,116,116,0,6,14.5,météo favorable,20:41:00,05:13:00,20
2021-07-24,26,20,13,20,25,25,1.9,86,9.375,1010,63,26,19,20,353,176,116,0,6,11.5,météo correcte,20:40:00,05:14:00,21
2021-07-25,22,17,17,17,21,22,8.1,81,8.625,1010,77.25,25,16,17,116,353,353,0,6,9.5,météo défavorable,20:38:00,05:15:00,19
2021-07-26,24,16,13,16,23,24,3.1,91,9.875,1013,59.625,26,16,16,116,116,353,0,5,11.5,météo correcte,20:37:00,05:16:00,16
2021-07-27,24,18,18,18,24,23,0.8,81,9.75,1013,56.25,25,15,18,116,116,200,0,6,11.5,météo correcte,20:36:00,05:18:00,19
2021-07-28,22,15,19,16,21,22,0.3,85,10,1014,74.25,25,15,16,176,119,176,0,5,10.5,météo défavorable,20:34:00,05:19:00,16
2021-07-29,24,16,14,16,22,24,0,75,10,1015,14.25,25,12,16,116,116,116,0,6,14.5,météo favorable,20:33:00,05:20:00,17
2021-07-30,19,14,19,16,19,18,1.7,71,9.875,1014,52.25,19,14,16,116,116,353,0,5,11.5,météo favorable,20:32:00,05:22:00,17
2021-07-31,23,15,15,15,22,22,0,78,10,1013,31.375,24,12,15,116,116,116,0,6,14.5,météo favorable,20:30:00,05:23:00,16
2021-08-01,22,15,13,15,21,21,0.2,80,10,1013,46.875,24,13,15,176,116,116,0,4,14.5,météo favorable,20:29:00,05:24:00,16
2021-08-02,22,16,15,16,22,21,1.6,80,10,1015,61.875,25,14,16,116,116,353,0,5,11.4,météo correcte,20:27:00,05:26:00,16
2021-08-03,21,15,12,15,20,20,12.7,93,9.25,1014,69.875,22,15,15,356,353,119,0,4,10.4,météo défavorable,20:26:00,05:27:00,16
2021-08-04,22,17,12,17,21,21,0.1,70,10,1013,61.125,24,14,17,116,116,122,0,5,10.4,météo correcte,20:24:00,05:28:00,17
2021-08-05,23,15,18,15,22,21,0.1,81,9.375,1015,58.875,24,12,15,116,116,116,0,5,10.4,météo correcte,20:23:00,05:30:00,15
2021-08-06,22,16,18,16,21,21,1.1,84,10,1007,79.625,24,15,16,176,122,176,0,4,10.4,météo défavorable,20:21:00,05:31:00,16
2021-08-07,20,16,21,16,20,20,1.5,74,9.875,1007,54,20,13,16,116,116,353,0,5,11.4,météo favorable,20:19:00,05:33:00,16
2021-08-08,23,14,21,14,21,22,0.1,81,10,1016,50.125,24,12,13,119,116,116,0,4,13.5,météo favorable,20:18:00,05:34:00,15
2021-08-09,21,15,18,15,21,19,0.3,75,10,1017,45.125,23,12,14,116,116,353,0,5,12.4,météo favorable,20:16:00,05:35:00,15
2021-08-10,24,17,12,17,23,23,0.5,81,9.875,1019,60.125,25,14,17,116,116,122,0,5,12.4,météo correcte,20:14:00,05:37:00,17
2021-08-11,29,19,3,19,27,29,0,78,10,1020,24.625,29,15,19,116,116,116,0,7,14.5,météo favorable,20:13:00,05:38:00,19
2021-08-12,32,22,7,22,29,31,0,70,10,1019,12.375,32,16,22,116,116,116,0,7,14.5,météo favorable,20:11:00,05:39:00,22
2021-08-13,31,21,10,21,27,31,0,67,10,1022,8.25,31,16,21,116,116,116,0,7,14.5,météo favorable,20:09:00,05:41:00,21
2021-08-14,33,19,6,19,28,31,0,66,10,1023,4,32,14,19,116,116,113,0,7,14.5,météo favorable,20:07:00,05:42:00,19
2021-08-15,33,21,6,21,30,31,0.1,68,9.875,1019,17.375,32,15,21,116,116,116,0,7,14.5,météo favorable,20:06:00,05:44:00,22
2021-08-16,25,17,16,17,23,24,0,73,10,1020,49.75,25,12,17,119,122,116,0,6,11.3,météo correcte,20:04:00,05:45:00,17
2021-08-17,19,15,13,15,19,18,0,78,10,1021,63.625,19,12,14,116,119,122,0,5,10.2,météo correcte,20:02:00,05:46:00,15
2021-08-18,22,17,13,17,21,21,0.3,83,10,1020,87.375,24,14,17,176,176,119,0,4,9.1,météo défavorable,20:00:00,05:48:00,17
2021-08-19,22,15,9,18,20,20,0,71,10,1017,75.375,23,12,18,122,119,122,0,4,9.9,météo défavorable,19:58:00,05:49:00,18
2021-08-20,28,17,5,17,26,26,0,67,10,1017,11.75,27,14,17,116,116,116,0,6,14.1,météo favorable,19:57:00,05:51:00,18
2021-08-21,30,19,13,19,28,28,1.3,68,10,1016,38.375,30,16,19,116,116,116,0,7,13.4,météo favorable,19:55:00,05:52:00,20
2021-08-22,23,18,18,18,23,22,0.3,81,10,1021,59,25,15,18,353,176,116,0,6,11.1,météo correcte,19:53:00,05:53:00,19
2021-08-23,22,16,12,16,19,22,0.9,85,9,1023,80.25,25,14,16,119,266,353,0,5,8.7,météo défavorable,19:51:00,05:55:00,17
2021-08-24,24,14,22,14,23,23,0,77,10,1024,16,24,12,13,116,116,116,0,6,13.9,météo favorable,19:49:00,05:56:00,15
2021-08-25,25,16,20,16,23,23,0,66,10,1023,8.875,25,11,16,113,116,116,0,5,13.9,météo favorable,19:47:00,05:58:00,17
2021-08-26,23,13,19,13,19,20,0,88,10,1020,26.875,24,13,12,116,116,113,0,5,13.3,météo favorable,19:45:00,05:59:00,14
2021-08-27,20,14,15,14,20,19,0,81,10,1022,65.25,20,11,13,119,116,116,0,4,12.1,météo défavorable,19:43:00,06:00:00,15
2021-08-28,20,12,18,13,16,19,0.1,77,10,1022,72.25,20,12,12,122,122,176,0,5,6.7,météo défavorable,19:41:00,06:02:00,12
2021-08-29,20,13,17,13,18,19,0,87,10,1022,73.25,20,12,12,122,119,116,0,5,7.9,météo défavorable,19:39:00,06:03:00,13
2021-08-30,22,14,15,14,18,21,0,86,10,1021,78.125,24,14,14,122,122,116,0,5,7.9,météo défavorable,19:37:00,06:05:00,14
2021-08-31,25,13,17,13,22,24,0,91,10,1024,32,25,12,12,119,116,116,0,5,11.6,météo favorable,19:35:00,06:06:00,14
2021-09-01,26,11,16,11,22,25,0,87,10,1026,7,26,12,10,116,113,116,0,5,11.6,météo favorable,19:33:00,06:07:00,13
2021-09-02,29,14,22,14,28,25,0,80,10,1024,0,28,12,13,113,113,113,0,6,11.6,météo favorable,19:31:00,06:09:00,15
2021-09-03,29,15,10,15,27,27,0,78,10,1020,20.125,28,13,15,116,116,116,0,6,11.6,météo favorable,19:29:00,06:10:00,16
2021-09-04,28,18,6,18,26,24,0.4,87,10,1016,63.25,28,17,18,353,116,176,0,6,9.1,météo correcte,19:27:00,06:12:00,19
2021-09-05,31,18,8,18,31,29,0,66,10,1019,18.875,30,13,18,116,116,116,0,7,11.6,météo favorable,19:25:00,06:13:00,19
2021-09-06,30,19,10,19,30,28,0,72,10,1022,14,31,16,19,116,116,116,0,7,11.6,météo favorable,19:22:00,06:14:00,20
2021-09-07,31,19,18,19,30,29,0,75,10,1022,1.625,30,15,19,113,116,113,0,7,11.6,météo favorable,19:20:00,06:16:00,20
2021-09-08,33,19,9,19,31,31,0.1,61,10,1016,17.5,32,18,19,116,116,176,0,7,10.3,météo favorable,19:18:00,06:17:00,20
2021-09-09,28,19,16,19,26,26,0.7,86,9.75,1013,68.25,28,18,19,176,119,116,0,5,9,météo défavorable,19:16:00,06:19:00,20
2021-09-10,23,18,14,18,23,23,0.3,83,10,1016,76.5,25,16,18,176,122,176,0,5,6.5,météo défavorable,19:14:00,06:20:00,20
2021-09-11,25,17,12,17,23,25,0,71,10,1019,31.75,25,14,17,116,116,116,0,5,11.6,météo favorable,19:12:00,06:21:00,19
2021-09-12,29,15,5,15,26,27,0,67,10,1018,4,28,10,15,116,116,116,0,6,11.6,météo favorable,19:10:00,06:23:00,16
2021-09-13,30,15,9,15,26,27,0,66,10,1018,6.125,29,12,15,116,116,116,0,6,11.6,météo favorable,19:08:00,06:24:00,17
2021-09-14,24,18,10,18,21,23,0.2,79,10,1017,46.625,25,16,18,176,116,116,0,5,11.6,météo favorable,19:05:00,06:26:00,18
2021-09-15,25,17,6,17,24,22,0.8,88,10,1014,55.375,26,17,17,116,176,353,0,6,7.7,météo correcte,19:03:00,06:27:00,18
2021-09-16,24,13,8,13,21,24,0,82,10,1020,9.5,25,11,13,116,116,116,0,5,11.6,météo favorable,19:01:00,06:28:00,14
2021-09-17,23,15,8,15,22,23,0,74,10,1017,41.625,25,12,15,116,119,119,0,6,7.5,météo correcte,18:59:00,06:30:00,16
2021-09-18,21,15,12,17,21,17,1.6,82,10,1014,45.125,21,14,17,116,116,353,0,5,8.9,météo favorable,18:57:00,06:31:00,19
2021-09-19,22,16,7,16,22,21,0.2,74,10,1016,51.875,25,12,16,116,116,176,0,5,8.9,météo favorable,18:55:00,06:33:00,17
2021-09-20,19,14,9,14,18,19,1.1,94,10,1021,67.625,19,13,13,353,119,116,0,4,10.2,météo défavorable,18:52:00,06:34:00,14
2021-09-21,22,13,13,13,20,20,0,69,10,1030,21.125,24,9,12,116,116,116,0,5,10.2,météo favorable,18:50:00,06:36:00,14
2021-09-22,23,11,10,11,20,23,0,73,10,1029,3.5,24,9,11,116,116,113,0,5,11.6,météo favorable,18:48:00,06:37:00,12
2021-09-23,26,13,9,13,24,25,0,66,10,1025,1.625,25,9,13,113,113,113,0,6,11.6,météo favorable,18:46:00,06:39:00,14
2021-09-24,24,15,6,15,21,24,0,84,10,1020,25.625,25,13,15,116,119,116,0,6,10.2,météo correcte,18:44:00,06:40:00,15
2021-09-25,26,15,7,15,24,25,0,63,10,1017,19.75,26,10,15,116,116,116,0,6,11.6,météo favorable,18:42:00,06:41:00,16
2021-09-26,25,18,18,18,23,22,0,70,10,1016,45,25,13,18,116,116,122,0,6,8.8,météo favorable,18:40:00,06:43:00,19
2021-09-27,21,15,17,16,20,20,1.7,85,9.875,1026,60.625,21,14,14,122,299,116,0,5,8.8,météo correcte,18:37:00,06:44:00,17
2021-09-28,19,12,7,12,17,18,0,82,10,1025,24.125,19,9,12,116,116,116,0,5,11.6,météo favorable,18:35:00,06:46:00,12
2021-09-29,18,12,18,13,16,16,0.3,87,10,1030,29.75,18,11,11,353,116,116,0,5,11.6,météo favorable,18:33:00,06:47:00,14
2021-09-30,17,9,14,9,15,17,0,63,10,1030,33.375,17,3,9,122,116,116,0,4,11.6,météo correcte,18:31:00,06:49:00,10
2021-10-01,18,11,18,11,17,15,0.2,49,9,1024,46.125,18,11,9,116,116,266,0,4,8.7,météo favorable,18:29:00,06:50:00,11
2021-10-02,17,12,24,12,16,17,2.4,89,9.75,1016,95.375,17,14,13,122,119,296,0,3,5.9,météo défavorable,18:27:00,06:52:00,13
2021-10-03,17,12,34,17,14,15,3.8,84,8,1012,71.375,17,14,11,296,263,116,0,3,8.7,météo défavorable,18:25:00,06:53:00,17
2021-10-04,19,12,16,12,17,18,0,76,10,1018,23.625,19,7,10,116,116,116,0,5,11.6,météo favorable,18:23:00,06:55:00,12
2021-10-05,17,12,23,12,14,14,0.8,87,8.875,1013,57.875,17,12,10,116,266,176,0,4,5.8,météo correcte,18:21:00,06:56:00,12
2021-10-06,19,10,21,10,16,16,0,84,10,1026,41.125,19,8,8,119,116,113,0,3,10.2,météo favorable,18:19:00,06:58:00,11
2021-10-07,18,9,10,9,16,16,0,83,10,1027,22.125,18,9,9,116,116,119,0,4,10.1,météo favorable,18:17:00,06:59:00,10
2021-10-08,19,10,13,10,17,17,0,81,10,1029,4,19,8,9,113,116,116,0,4,11.1,météo favorable,18:15:00,07:01:00,11
2021-10-09,21,11,15,11,19,19,0,84,10,1027,0,21,10,10,113,113,113,0,5,11.1,météo favorable,18:13:00,07:02:00,12
2021-10-10,18,10,9,10,17,17,0,67,10,1026,7.375,18,7,9,113,116,116,0,4,11.1,météo favorable,18:11:00,07:04:00,11
2021-10-11,18,10,13,10,16,16,0,83,10,1028,27.875,18,9,9,116,116,116,0,4,10.1,météo favorable,18:09:00,07:05:00,11
2021-10-12,15,9,15,9,14,13,0.1,78,10,1028,46.25,15,8,8,116,122,176,0,4,7,météo correcte,18:07:00,07:07:00,10
2021-10-13,15,10,10,10,13,14,0,83,10,1029,52.375,15,9,9,116,122,116,0,3,10.1,météo correcte,18:05:00,07:08:00,11
2021-10-14,18,9,3,9,16,17,0,68,10,1028,9.125,18,6,9,113,113,113,0,4,10.9,météo favorable,18:03:00,07:10:00,10
2021-10-15,16,10,6,10,14,15,0,64,10,1021,47.625,16,8,10,113,119,122,0,4,7,météo correcte,18:01:00,07:11:00,11
2021-10-16,19,10,8,10,17,17,0,77,10,1022,12.875,19,9,8,113,113,113,0,4,8.7,météo favorable,17:59:00,07:13:00,12
2021-10-17,17,9,6,9,15,16,0,71,10,1021,44.25,17,5,9,113,122,122,0,4,5.5,météo correcte,17:57:00,07:14:00,10
2021-10-18,19,11,10,11,17,18,0,70,10,1022,24.875,19,8,10,122,113,113,0,5,8.7,météo favorable,17:55:00,07:16:00,12
2021-10-19,24,15,15,15,21,21,1.6,93,8.875,1020,57,25,14,15,296,113,113,0,4,7.1,météo correcte,17:53:00,07:17:00,15
2021-10-20,22,17,28,18,21,21,0.7,68,9.875,1016,57.625,25,14,18,119,122,176,0,5,5.5,météo correcte,17:51:00,07:19:00,18
2021-10-21,16,9,29,12,16,10,0.9,78,9.75,1018,62.5,16,10,10,176,116,176,0,3,7.1,météo correcte,17:49:00,07:21:00,13
2021-10-22,12,6,13,6,12,12,0,60,10,1027,31.75,12,6,5,113,119,116,0,3,7.1,météo défavorable,17:48:00,07:22:00,7
2021-10-23,17,11,5,11,15,16,0,58,10,1027,32.375,17,5,11,116,113,113,0,3,8.7,météo correcte,17:46:00,07:24:00,11
2021-10-24,18,8,12,8,15,16,0,74,10,1025,4.125,18,4,6,113,113,113,0,4,8.7,météo favorable,17:44:00,07:25:00,9
2021-10-25,16,10,13,10,14,15,0,71,10,1022,79,16,9,9,119,119,122,0,3,3.8,météo défavorable,17:42:00,07:27:00,10
2021-10-26,17,10,9,10,15,15,0.1,89,9.875,1024,28.375,17,9,9,113,113,116,0,3,8.7,météo correcte,17:40:00,07:28:00,10
2021-10-27,19,11,12,11,17,18,0,79,10,1025,12.5,19,10,10,113,113,113,0,5,8.7,météo favorable,17:39:00,07:30:00,11
2021-10-28,20,10,17,10,17,18,0,78,10,1021,2,20,8,9,113,113,113,0,5,8.7,météo favorable,17:37:00,07:32:00,11
2021-10-29,17,12,23,12,17,14,0.6,72,9,1011,40,17,11,10,113,113,266,0,4,7.1,météo correcte,17:35:00,07:33:00,12
2021-10-30,14,10,17,10,13,14,0.6,92,9,1008,79.625,14,12,9,116,266,176,0,4,3.7,météo défavorable,17:34:00,07:35:00,10
2021-10-31,18,10,26,10,17,16,2.3,92,10,1009,66,18,15,9,116,116,353,0,4,7,météo défavorable,17:32:00,07:36:00,10
2021-11-01,15,10,23,11,14,12,0.2,76,10,1005,40.875,15,8,8,116,116,176,0,4,7,météo correcte,17:30:00,07:38:00,10
2021-11-02,12,10,22,10,12,10,0.7,84,10,1003,94.375,12,7,8,176,353,176,0,3,3.7,météo défavorable,17:29:00,07:40:00,10
2021-11-03,14,7,4,7,12,12,0,79,10,1007,10.75,14,5,7,113,113,113,0,4,8.7,météo correcte,17:27:00,07:41:00,8
2021-11-04,12,6,19,6,11,10,0.3,82,10,1019,48.125,12,5,5,113,119,353,0,3,5.4,météo défavorable,17:25:00,07:43:00,7
2021-11-05,12,7,11,8,11,11,0,78,10,1029,60.625,12,5,6,119,113,122,0,3,8.7,météo défavorable,17:24:00,07:44:00,7
2021-11-06,13,6,8,6,11,11,0,85,10,1031,38.875,13,6,5,113,113,116,0,2,8.7,météo correcte,17:22:00,07:46:00,8
2021-11-07,13,9,15,10,13,11,0,86,10,1027,56.875,13,9,8,122,122,116,0,4,5.3,météo correcte,17:21:00,07:47:00,9
2021-11-08,13,8,12,9,12,10,0,66,10,1025,46.25,13,4,8,116,116,116,0,3,8.7,météo correcte,17:19:00,07:49:00,10
2021-11-09,14,6,6,6,12,13,0,79,10,1028,3.875,14,5,6,113,113,113,0,4,8.7,météo correcte,17:18:00,07:51:00,7
2021-11-10,15,6,5,6,13,13,0,78,10,1027,0.125,15,5,6,113,113,113,0,4,8.7,météo correcte,17:17:00,07:52:00,7
2021-11-11,13,6,5,6,10,12,0,73,10,1028,23.625,13,5,6,116,116,113,0,3,7,météo correcte,17:15:00,07:54:00,7
2021-11-12,15,6,9,6,12,12,0,64,10,1023,12,15,4,5,113,113,113,0,4,8.7,météo correcte,17:14:00,07:55:00,7
2021-11-13,12,11,15,11,12,12,0.4,88,9.875,1013,83.75,12,10,9,122,122,176,0,3,3.6,météo défavorable,17:13:00,07:57:00,11
2021-11-14,13,9,17,10,13,10,0,89,10,1023,69.5,13,8,9,116,116,122,0,3,5.3,météo défavorable,17:11:00,07:58:00,10
2021-11-15,12,7,13,7,11,10,0,90,10,1024,31.875,12,7,5,116,113,116,0,2,8.7,météo défavorable,17:10:00,08:00:00,8
2021-11-16,10,6,8,6,9,10,0,90,10,1024,58.25,10,6,4,113,122,122,0,3,5.2,météo défavorable,17:09:00,08:01:00,6
2021-11-17,12,9,10,10,12,11,0,90,10,1027,69.875,12,9,8,122,119,116,0,3,5.2,météo défavorable,17:08:00,08:03:00,10
2021-11-18,12,6,8,6,9,11,0,85,10,1031,63.5,12,8,6,113,122,122,0,3,3.4,météo défavorable,17:07:00,08:04:00,7
2021-11-19,12,8,4,9,11,12,0,87,10,1032,79.875,12,9,10,122,119,119,0,4,3.4,météo défavorable,17:06:00,08:06:00,9
2021-11-20,16,10,5,11,14,14,0,77,10,1031,32,16,9,10,116,113,113,0,3,8.7,météo correcte,17:05:00,08:07:00,12
2021-11-21,9,6,13,8,9,8,0.4,90,9.375,1019,61.875,9,7,6,122,176,176,0,3,3.4,météo défavorable,17:04:00,08:09:00,7
2021-11-22,9,4,23,4,9,7,0.1,78,10,1027,15.375,9,2,0,113,113,113,0,2,8.7,météo très défavorable,17:03:00,08:10:00,5
2021-11-23,9,2,17,2,7,8,0,73,10,1030,0,9,3,-2,113,113,113,0,3,8.7,météo très défavorable,17:02:00,08:12:00,3
2021-11-24,8,3,11,3,8,6,0,82,10,1027,4.875,8,2,0,113,113,113,0,3,8.7,météo très défavorable,17:01:00,08:13:00,4
2021-11-25,7,2,9,2,6,7,0,87,10,1013,64.875,7,3,0,122,122,122,0,3,6.9,météo très défavorable,17:00:00,08:15:00,3
2021-11-26,7,4,18,4,6,6,0,89,10,1012,61.875,7,2,2,122,116,116,0,3,6.9,météo très défavorable,16:59:00,08:16:00,4
2021-11-27,5,4,17,4,5,5,2.3,87,7.875,992,94.375,5,3,0,362,317,119,0,1,3.2,météo très défavorable,16:59:00,08:17:00,5
2021-11-28,6,2,12,2,4,5,0.4,84,9,1007,56.625,6,3,0,119,116,353,0,1,5,météo très défavorable,16:58:00,08:19:00,3
2021-11-29,6,2,12,2,5,5,0,80,10,1019,31.5,6,0,-2,116,113,116,0,1,8.4,météo très défavorable,16:57:00,08:20:00,2
2021-11-30,8,2,22,2,6,8,0,79,10,1021,82,8,6,-2,122,122,122,0,3,3.1,météo très défavorable,16:57:00,08:21:00,2
2021-12-01,10,7,28,8,10,8,0.6,87,10,1013,90,10,6,4,176,353,176,0,2,3.1,météo défavorable,16:56:00,08:23:00,8
2021-12-02,6,3,15,5,6,4,0.8,78,9,1012,68.375,6,3,1,263,116,371,0.3,1,6.8,météo très défavorable,16:56:00,08:24:00,5
2021-12-03,4,2,22,2,4,3,0.5,79,9,1016,67,4,3,-2,116,116,266,0,2,6.8,météo très défavorable,16:55:00,08:25:00,2
2021-12-04,11,6,23,9,10,7,1.9,91,7.75,1007,92.5,11,10,5,266,122,176,0,2,3.1,météo défavorable,16:55:00,08:26:00,11
2021-12-05,6,4,15,4,6,6,0.8,90,7.875,1009,79.875,6,3,2,266,119,266,0,2,5,météo très défavorable,16:55:00,08:27:00,5
2021-12-06,6,5,18,5,6,5,1.1,84,8.875,1013,79.125,6,4,2,176,116,296,0,2,5,météo très défavorable,16:54:00,08:29:00,6
2021-12-07,6,3,19,4,6,6,0.8,84,8.875,1016,48.625,6,3,1,116,113,119,0,1,8.2,météo très défavorable,16:54:00,08:30:00,5
2021-12-08,7,4,17,4,6,5,0.6,95,9.875,999,59,7,3,0,317,116,122,0,2,8.2,météo très défavorable,16:54:00,08:31:00,4
2021-12-09,7,3,18,3,5,6,0.1,78,9.875,1005,59.875,7,2,-1,119,200,119,0,2,5,météo très défavorable,16:54:00,08:32:00,3
2021-12-10,8,5,24,7,8,7,1.7,81,7.875,1007,75.5,8,4,2,296,116,176,0,2,5,météo très défavorable,16:54:00,08:33:00,5
2021-12-11,8,4,12,4,6,7,0,81,10,1024,52.75,8,4,1,113,116,119,0,3,5,météo très défavorable,16:54:00,08:34:00,4
2021-12-12,12,6,13,6,9,10,0.3,96,8,1026,71,12,8,4,266,116,116,0,2,6.8,météo défavorable,16:54:00,08:35:00,6
2021-12-13,13,5,7,6,9,10,0,95,7,1027,15.25,13,8,4,143,113,113,0,2,8.2,météo correcte,16:54:00,08:36:00,6
2021-12-14,11,5,4,6,9,10,0,89,9,1029,13,11,7,5,113,113,113,0,2,8.2,météo très défavorable,16:54:00,08:36:00,6
2021-12-15,12,7,6,8,11,10,0,96,8,1033,56,12,7,8,143,116,116,0,3,6.8,météo défavorable,16:54:00,08:37:00,7
2021-12-16,11,5,10,6,8,10,0,97,8,1036,19.875,11,8,4,143,116,113,0,3,6.8,météo très défavorable,16:54:00,08:38:00,6
2021-12-17,11,5,15,5,9,8,0,91,10,1037,3.25,11,6,3,113,113,113,0,3,8.2,météo très défavorable,16:55:00,08:39:00,5
2021-12-18,11,5,15,5,9,9,0,90,10,1036,8.75,11,6,2,113,113,113,0,3,8.2,météo très défavorable,16:55:00,08:39:00,5
2021-12-19,8,4,12,5,6,7,0,96,8,1035,37.75,8,5,2,113,116,116,0,3,6.8,météo très défavorable,16:55:00,08:40:00,5
2021-12-20,7,3,17,5,5,7,0,87,10,1028,41.625,7,4,1,113,119,113,0,3,4.9,météo très défavorable,16:56:00,08:41:00,6
2021-12-21,7,0,12,1,5,5,0,67,10,1026,0,7,0,-3,113,113,113,0,2,8.2,météo très défavorable,16:56:00,08:41:00,1
2021-12-22,6,-1,9,-1,5,3,0,67,10,1025,27.125,6,0,-3,116,113,116,0,2,6.8,météo très défavorable,16:57:00,08:42:00,0
2021-12-23,8,1,12,1,6,7,0,81,9,1019,25.5,8,6,-2,116,113,113,0,2,8.2,météo très défavorable,16:57:00,08:42:00,1
